pCa,ktr,sd_ktr
4.5,17.0420032821254,0.342249189521185
5.2,15.6589104510514,0.350972481292034
5.4,12.8359291935402,0.260035827187908
5.6,7.24586083023831,0.205326422492114
5.7,4.76317984072407,0.374247872431868
5.8,3.22804513778392,0.149564898119886
5.9,1.94515095331548,0.198826213180973
6,0.797121513089727,0.211501336369029
6.1,2.90659645206701,0.655756938289594
6.2,7.62248254673125,2.62866324999599
9,2.70501172840685,2.95823040714003
