id,pCa,ktr,sd_ktr
sample_2,4.5,3.72589375859461,0.0237604848994062
sample_2,5.2,3.87066800475944,0.0254585808051783
sample_2,5.4,3.89318208308441,0.0268741797417235
sample_2,5.6,3.86804446345874,0.0502927609866166
sample_2,5.7,3.78897895875655,0.0697971884053117
sample_2,5.8,3.6554357270615,0.0496285533308547
sample_2,5.9,3.55254462958155,0.0189784975644086
sample_2,6,3.34030264061238,0.0234519772810709
sample_2,6.1,3.1417049685361,0.0162622424238496
sample_2,6.2,2.85117365278885,0.0417290018265965
sample_2,9,1.28438186472227,1.29823028916302
sample_20,4.5,19.4365788472877,1.05665737247946
sample_20,5.2,18.6746468491851,0.464218622880602
sample_20,5.4,16.7567198883102,0.357636946540295
sample_20,5.6,14.3528984131148,0.329969617092633
sample_20,5.7,12.430552660452,0.813197667446843
sample_20,5.8,11.8182681653789,1.34167465791881
sample_20,5.9,9.10529110042543,0.763923935579741
sample_20,6,7.81440999061302,1.54836459332464
sample_20,6.1,7.85174406060514,0.483276599512308
sample_20,6.2,6.120185995507,0.31809399869176
sample_20,9,0.183234560285666,0.2533138355587
sample_21,4.5,33.8819753646711,0.462527838226267
sample_21,5.2,32.4799433691775,0.629684298747925
sample_21,5.4,30.7611016822959,0.201298289466518
sample_21,5.6,24.049996912575,0.37123997551591
sample_21,5.7,20.1195072843042,0.178925492946282
sample_21,5.8,15.5586835299537,0.720280363580144
sample_21,5.9,10.9056901997105,0.651810442599233
sample_21,6,7.45066622007513,0.290154427517062
sample_21,6.1,4.81651126063776,0.351911277404845
sample_21,6.2,3.11275787832654,0.188723765264118
sample_21,9,4.5997938416224,2.31975590726548
sample_22,4.5,13.3023911656258,0.946982220617905
sample_22,5.2,20.3750483547832,3.30669812025174
sample_22,5.4,33.3043531303907,19.6265780871157
sample_22,5.6,20.3143784350099,19.7245893625009
sample_22,5.7,8.72793824551345,7.08721903062069
sample_22,5.8,15.0771181533077,12.3603880752145
sample_22,5.9,34.8450834239088,43.7933805874059
sample_22,6,10.6448965020003,14.4531188975122
sample_22,6.1,10.2529251949026,20.2388002758433
sample_22,6.2,17.8645688281504,25.2775545770292
sample_22,9,1.87369605628169,2.84820909335649
sample_23,4.5,7.66237279166158,0.348470126244645
sample_23,5.2,6.98945269277643,0.151146702494378
sample_23,5.4,5.55973437057597,0.288822454209185
sample_23,5.6,4.17875407478555,0.276917657328162
sample_23,5.7,3.32230027934339,0.143865109361888
sample_23,5.8,2.58707845663033,0.0643534727386352
sample_23,5.9,2.0099357475403,0.0505213221285466
sample_23,6,1.48378470785575,0.0669913755608922
sample_23,6.1,0.961262940021339,0.0843365024094223
sample_23,6.2,0.523912705915173,0.0893244993702671
sample_23,9,0.908584340008666,1.96151840035894
sample_24,4.5,14.571139392482,0.0871981706756377
sample_24,5.2,14.5190519187802,0.14631439127406
sample_24,5.4,14.47359521705,0.161775919440763
sample_24,5.6,14.0218802185928,0.498154101845752
sample_24,5.7,13.5008601328052,0.192452193759492
sample_24,5.8,13.227429879716,0.28822605786386
sample_24,5.9,12.5317759622634,0.113207364993895
sample_24,6,11.7014286349807,0.226323629264426
sample_24,6.1,10.6993084706765,0.306661904212182
sample_24,6.2,9.40598118772942,0.198600410728488
sample_24,9,2.26163544958539,2.51915559490622
sample_25,4.5,4.86318366609808,0.212380239825378
sample_25,5.2,3.15203684809817,0.423517448354533
sample_25,5.4,2.89764158216143,2.30882726761356
sample_25,5.6,2.2320609733609,2.3845240431182
sample_25,5.7,6.87175083088951,10.4025850920075
sample_25,5.8,3.91235210946842,3.72632730833251
sample_25,5.9,9.78430351600409,7.41466495730109
sample_25,6,10.5808364040339,9.16000592902931
sample_25,6.1,6.8706191252818,11.9169471347986
sample_25,6.2,4.54734178359566,8.60840702646033
sample_25,9,1.49729779963132,1.34336153394149
sample_26,4.5,2.97712320784182,0.0201545139598429
sample_26,5.2,3.0105537230808,0.0259637755477731
sample_26,5.4,3.05951898452786,0.0298062466370126
sample_26,5.6,3.12933701575781,0.0224316674865274
sample_26,5.7,3.19167944623276,0.0334704216593576
sample_26,5.8,3.28063701289237,0.0207605016129176
sample_26,5.9,3.29547550424516,0.0302640185730718
sample_26,6,3.31202595693863,0.0403457362003922
sample_26,6.1,3.21628440864962,0.0136879793292492
sample_26,6.2,3.08166868919331,0.0227214992386842
sample_26,9,0.220255239947467,0.298550667316374
sample_27,4.5,24.191189111817,0.440022044671148
sample_27,5.2,23.3556390739152,0.492541449939263
sample_27,5.4,20.8832964914322,0.430599488143504
sample_27,5.6,15.7788378091341,0.398569156314742
sample_27,5.7,12.3887591035963,0.347159067136576
sample_27,5.8,9.22624137985436,0.39790622490744
sample_27,5.9,6.98394691469318,0.224588306100411
sample_27,6,4.47832311229651,0.284181408013103
sample_27,6.1,2.83267976896411,0.195118716044468
sample_27,6.2,1.72026949861204,0.319415431583959
sample_27,9,1.08485639409652,1.37249963395175
sample_28,4.5,106.689228932927,4.7800742462084
sample_28,5.2,26.5595161266922,7.90311258999719
sample_28,5.4,36.5686047317831,18.0194770744459
sample_28,5.6,67.9755549048515,20.6277931747177
sample_28,5.7,51.1650963549612,34.670455693604
sample_28,5.8,92.5193131468262,37.81301808971
sample_28,5.9,54.0330231821216,40.8651080206803
sample_28,6,22.2125116698612,42.3199414488207
sample_28,6.1,8.19026997644714,12.4256212474408
sample_28,6.2,31.8894466324742,40.37346418607
sample_28,9,2.50139221097594,2.71179534168757
sample_29,4.5,65.5801189795822,1.55655683177777
sample_29,5.2,20.7287071786747,0.600070691104068
sample_29,5.4,11.9246116465672,0.408009655479223
sample_29,5.6,12.3537822747583,1.33656779198531
sample_29,5.7,12.9236423658814,4.38136252180543
sample_29,5.8,17.2908734991052,4.56674336450936
sample_29,5.9,25.1747032903056,9.2392568606366
sample_29,6,35.3631103902298,11.772653398834
sample_29,6.1,28.8820309214442,5.77003412517103
sample_29,6.2,21.2284265633127,9.36963163811951
sample_29,9,1.25881132516477,1.61821751034437
sample_3,4.5,10.7629556326238,0.459947954433848
sample_3,5.2,10.0662141410259,0.243445466248967
sample_3,5.4,7.86553366998958,0.246183984813411
sample_3,5.6,4.86451334978824,0.067446692302858
sample_3,5.7,3.41074973530199,0.15001153810298
sample_3,5.8,2.33895426666005,0.117667018321859
sample_3,5.9,1.72060634061268,0.0457401021916819
sample_3,6,0.915252479693909,0.096330537768608
sample_3,6.1,0.148037607713768,0.106131162813298
sample_3,6.2,0.105816964116699,0.179039948189289
sample_3,9,1.30774413784964,2.66607075453762
sample_30,4.5,26.6008276774809,0.497210267365256
sample_30,5.2,15.8271614599547,0.297848374024014
sample_30,5.4,10.1192807105245,0.268496557061874
sample_30,5.6,5.88944758156098,0.281134453579184
sample_30,5.7,4.55150296461621,0.269940023595671
sample_30,5.8,3.26603300972759,0.184731571575113
sample_30,5.9,2.34454004681327,0.172225397289311
sample_30,6,1.59251246355848,0.146499580216335
sample_30,6.1,0.830109691353021,0.0934333302777182
sample_30,6.2,0.127773496464482,0.0823779927635303
sample_30,9,1.69358866958728,1.5600863472888
sample_31,4.5,46.7441044230769,5.02967178940927
sample_31,5.2,9.68747284162715,1.30817892993076
sample_31,5.4,6.67892472568062,3.01784381239195
sample_31,5.6,20.5098552401628,3.62937987825035
sample_31,5.7,22.3076049684754,7.08169083730572
sample_31,5.8,14.4983819715628,13.3440810868005
sample_31,5.9,16.2833076539591,11.5694910535071
sample_31,6,14.5717601586115,9.3617834703394
sample_31,6.1,15.3131901971599,19.9434414994691
sample_31,6.2,33.1477750551615,30.9573246602574
sample_31,9,1.83766983967146,2.71639222474566
sample_32,4.5,20.8476227731032,0.124256508911791
sample_32,5.2,20.9712881108641,0.531194703643003
sample_32,5.4,21.0399682921848,0.363116485661652
sample_32,5.6,20.9264768218346,0.0268489772880658
sample_32,5.7,21.1338957024654,0.241924580899066
sample_32,5.8,20.7502523785044,0.348729928929422
sample_32,5.9,20.6055104196108,0.448243180739462
sample_32,6,20.1750385830953,0.502720100806116
sample_32,6.1,19.1793014488094,0.24171941640131
sample_32,6.2,18.4095193534253,0.336523056995084
sample_32,9,0.71724934169106,1.15546398378945
sample_33,4.5,19.6210709606579,7.51273278618883
sample_33,5.2,14.8344285486147,4.37414231221692
sample_33,5.4,14.1492104726418,2.08044975387186
sample_33,5.6,8.66883667237421,2.88820308803955
sample_33,5.7,8.93694719249978,1.58466669872634
sample_33,5.8,10.4215928536315,3.43737113659983
sample_33,5.9,19.3555894428304,9.13463775261311
sample_33,6,22.5348356128911,5.90394117137017
sample_33,6.1,26.8213610930901,18.2304169918069
sample_33,6.2,31.9060917398299,32.0397919010022
sample_33,9,5.72674522495909,5.05939388590495
sample_34,4.5,11.7328434248653,0.445194338629204
sample_34,5.2,11.4704374241132,0.477681929987317
sample_34,5.4,10.0343074170318,0.432438169128717
sample_34,5.6,7.03246058210528,0.34211171011834
sample_34,5.7,4.79578497516314,0.219303732263096
sample_34,5.8,3.55360674009571,0.457679630823746
sample_34,5.9,7.47749518523661,1.84018652051031
sample_34,6,11.6769759571897,2.46179998489292
sample_34,6.1,12.6628362711305,6.11222630716083
sample_34,6.2,9.89192330268763,3.04439270796449
sample_34,9,0.238799293930671,0.527760148603156
sample_35,4.5,36.1705566694275,0.778678739869022
sample_35,5.2,34.2653180371627,0.934905783582045
sample_35,5.4,33.3280492792697,0.520268674305039
sample_35,5.6,29.9941957584144,0.940060068768815
sample_35,5.7,28.1327669659477,0.395941318739704
sample_35,5.8,25.6829528790379,0.596716840576331
sample_35,5.9,24.1347254413253,0.81700529252127
sample_35,6,20.593424778087,0.593090662198337
sample_35,6.1,17.0988957058891,0.296814384446333
sample_35,6.2,14.4213964992331,0.455477633216144
sample_35,9,5.45109481339816,4.96152756504284
sample_36,4.5,64.4386412661535,15.1738225324959
sample_36,5.2,40.5818479455941,10.7999713530487
sample_36,5.4,51.3005384529024,30.6092257221252
sample_36,5.6,37.4207830565291,23.1734529778643
sample_36,5.7,74.7070790074804,42.620023439674
sample_36,5.8,24.1144052434195,37.5227604711075
sample_36,5.9,43.8588210990871,41.4223103318884
sample_36,6,38.0077029163462,55.8749471487879
sample_36,6.1,38.3564286877147,36.3058076744509
sample_36,6.2,7.09192905783487,9.53283932174438
sample_36,9,6.56626651184859,7.44436048885802
sample_37,4.5,16.0499559983837,2.57683300906548
sample_37,5.2,14.6730504413993,3.19926081291217
sample_37,5.4,12.3442194410733,4.52917307335957
sample_37,5.6,7.6562669256921,2.75996797198241
sample_37,5.7,5.85085342202752,1.57736308797655
sample_37,5.8,6.94380587247896,3.17662961431756
sample_37,5.9,22.991955185737,6.04754228025322
sample_37,6,5.6883247609736,3.93713212026372
sample_37,6.1,5.19163879092085,6.84000268650098
sample_37,6.2,8.60913780976847,14.3301573863227
sample_37,9,4.1412650359698,5.96710844607528
sample_38,4.5,22.774776344325,0.438331699366117
sample_38,5.2,17.6725297073994,0.578519493532335
sample_38,5.4,13.6261783137267,0.21789374214013
sample_38,5.6,8.63075142170771,0.310779780487041
sample_38,5.7,6.47519101056493,0.164102277354321
sample_38,5.8,4.52343297722677,0.283055651480028
sample_38,5.9,2.73194400366011,0.083087011482687
sample_38,6,1.44657077846263,0.203401173026852
sample_38,6.1,0.228325482891611,0.24052881974691
sample_38,6.2,0.47760872873124,0.440230540149221
sample_38,9,1.08644772520704,1.48972122952974
sample_39,4.5,9.94921040243681,0.133098932785631
sample_39,5.2,10.1382611977351,0.131364368220325
sample_39,5.4,10.2408499499526,0.143577697177021
sample_39,5.6,10.0778838027167,0.127760200881998
sample_39,5.7,9.91851877569199,0.104768962991732
sample_39,5.8,9.519548884933,0.149929051137282
sample_39,5.9,9.07715831676155,0.0970217051136128
sample_39,6,8.37561287574252,0.075760465395599
sample_39,6.1,7.77425907789808,0.11550091473291
sample_39,6.2,6.97633908835276,0.114951599332888
sample_39,9,1.61336285338819,1.66817036459576
sample_4,4.5,39.1170317545069,0.123935100879028
sample_4,5.2,27.386614856324,0.696980736952385
sample_4,5.4,17.7209557296216,0.774083718823319
sample_4,5.6,9.72176641611969,0.80951430220063
sample_4,5.7,6.97893664482536,0.185777088478213
sample_4,5.8,5.11413177752324,0.498416989407431
sample_4,5.9,3.53259492761014,0.210612486467847
sample_4,6,2.49277130143603,0.460531937064411
sample_4,6.1,1.63597305931618,0.480829154413722
sample_4,6.2,1.73151744707051,0.581553721672672
sample_4,9,2.73321914288533,5.36889193704694
sample_40,4.5,18.8403144749171,0.394304235613495
sample_40,5.2,18.325178753932,0.0607719792887904
sample_40,5.4,17.9010060584149,0.17816724610117
sample_40,5.6,15.6150656037304,0.250888476796834
sample_40,5.7,14.0862176839335,0.241162863752397
sample_40,5.8,11.8790104001137,0.0879203874199008
sample_40,5.9,9.21189292079476,0.303343993848871
sample_40,6,7.32818502671837,0.150836747657816
sample_40,6.1,5.31525232668043,0.0517711634956549
sample_40,6.2,3.62504820664403,0.0942724052062207
sample_40,9,5.18480037059327,9.59073154640494
sample_41,4.5,58.7578157374127,13.7932186186713
sample_41,5.2,36.0396221262842,9.68618024049347
sample_41,5.4,40.1496588078194,13.784134793447
sample_41,5.6,41.049412504733,37.8314096637983
sample_41,5.7,14.4170833415226,31.3657345331888
sample_41,5.8,73.035514822859,70.4665491003934
sample_41,5.9,24.8844072483242,54.9725613359793
sample_41,6,2.46067693068184,2.5438540162373
sample_41,6.1,40.8960911595399,76.5296818131115
sample_41,6.2,7.26093489885632,8.3498181705668
sample_41,9,4.73219843301287,2.28344759739201
sample_42,4.5,8.13515396401504,0.698520230415757
sample_42,5.2,9.16182005546336,0.495518415835585
sample_42,5.4,8.33937640632674,0.517711795129179
sample_42,5.6,3.12183567883406,0.30807640148445
sample_42,5.7,2.64957049680936,0.743279285483283
sample_42,5.8,6.07170144547577,1.67628216700467
sample_42,5.9,8.30162673585944,2.16427558727132
sample_42,6,9.45315312256887,2.15353352194463
sample_42,6.1,13.0973493538102,6.50784569803555
sample_42,6.2,10.6156570454962,4.33790615715551
sample_42,9,3.83347906648319,3.19215022681508
sample_43,4.5,11.1348459338913,0.357980963284745
sample_43,5.2,11.2152076413767,0.183141263789037
sample_43,5.4,10.7769798989906,0.351623360426333
sample_43,5.6,9.24205405930219,0.221615022640388
sample_43,5.7,8.59034915004296,0.141704638786431
sample_43,5.8,7.59666996101184,0.262503056741116
sample_43,5.9,6.65701041397486,0.0728557997324025
sample_43,6,5.72924048387509,0.114447359424663
sample_43,6.1,4.92941662787794,0.179808628861167
sample_43,6.2,3.94029308697525,0.232168854831618
sample_43,9,1.12196059396447,1.16338162563549
sample_44,4.5,69.1721673602402,26.5671012835639
sample_44,5.2,56.1100424534394,69.9979650226727
sample_44,5.4,17.6024399822087,21.0587863326881
sample_44,5.6,6.10973263751856,3.32890437258455
sample_44,5.7,13.6001312293607,20.8175182372973
sample_44,5.8,113.963843503184,247.031206544793
sample_44,5.9,22.9476978148026,31.3741273500303
sample_44,6,22.2232196602653,33.1418442937194
sample_44,6.1,4.5170506676638,4.40359095197243
sample_44,6.2,2.07547023664152,1.94512250147441
sample_44,9,3.48407160527297,2.58231856354063
sample_45,4.5,3.05640602704383,0.0248911156493271
sample_45,5.2,3.06495643265019,0.0345171723149184
sample_45,5.4,3.16717373963271,0.0367492301861562
sample_45,5.6,3.23312204552447,0.0364525968475241
sample_45,5.7,3.27783021344882,0.0142151698723298
sample_45,5.8,3.19499298895623,0.0373095194009708
sample_45,5.9,3.06684587557732,0.0304057853404519
sample_45,6,2.87924892001192,0.0146986833601496
sample_45,6.1,2.57265207029891,0.039810399263389
sample_45,6.2,2.22739529024774,0.0664425968660475
sample_45,9,1.22650022096336,1.40146925711282
sample_46,4.5,65.5031986113071,1.48292824536389
sample_46,5.2,64.746668398058,0.913672490251611
sample_46,5.4,61.2503891629111,1.19348164464388
sample_46,5.6,50.7705692519734,1.09433139029866
sample_46,5.7,42.333353801271,1.37927969945486
sample_46,5.8,33.0158640454582,1.31723474702355
sample_46,5.9,24.419931499609,0.631599837513926
sample_46,6,17.0818169559377,1.0474891512623
sample_46,6.1,12.2864893225935,0.350074890056723
sample_46,6.2,9.05509238608178,0.749879596285032
sample_46,9,13.4470535989371,8.02346723934552
sample_47,4.5,14.857129067197,0.551129856857435
sample_47,5.2,15.047779466602,0.198712852343857
sample_47,5.4,14.7735727713365,0.511899293540419
sample_47,5.6,13.1804742726209,0.267922699240668
sample_47,5.7,11.8818275386083,0.278843292744018
sample_47,5.8,10.5611988055154,0.168629359071991
sample_47,5.9,9.20008380428545,0.266415117690171
sample_47,6,7.53390248254577,0.097851407991
sample_47,6.1,6.26649106499132,0.139507721455525
sample_47,6.2,4.93557744032678,0.158900949737989
sample_47,9,2.19561946654687,2.39673503267779
sample_48,4.5,58.7938951594178,1.08847306441985
sample_48,5.2,56.311393607322,1.48646914210077
sample_48,5.4,50.1207602667747,2.42784923712379
sample_48,5.6,36.5744063617916,0.490982511095427
sample_48,5.7,29.6713926941103,0.466788562528021
sample_48,5.8,21.7597250038697,1.05033459238145
sample_48,5.9,14.9559013533283,0.871965306108841
sample_48,6,9.8568043977291,0.814907335030513
sample_48,6.1,6.10028465795181,0.697593364662334
sample_48,6.2,4.66562879613857,0.828147917569943
sample_48,9,3.38797400079717,3.83136727435362
sample_49,4.5,95.4108720179673,90.1385873319257
sample_49,5.2,143.576682646384,79.8228603898301
sample_49,5.4,125.525760962871,166.935243786455
sample_49,5.6,28.7194734298983,5.65370800945701
sample_49,5.7,25.5483590822256,6.9853260021129
sample_49,5.8,15.8439310367616,4.11698668184484
sample_49,5.9,16.0491289754466,2.07205087099515
sample_49,6,26.0409040134145,7.57542950976082
sample_49,6.1,28.4883726887988,15.5664114557066
sample_49,6.2,34.3075977662847,24.4952524034672
sample_49,9,6.46732359769131,10.5018578366596
sample_5,4.5,12.6532267516932,0.254075392647691
sample_5,5.2,12.2753632370572,0.123654871262006
sample_5,5.4,12.0616724945969,0.157380900511786
sample_5,5.6,10.5452265297882,0.208508906889851
sample_5,5.7,9.39814557347563,0.120829115165911
sample_5,5.8,8.33869311105346,0.247816022664004
sample_5,5.9,6.56686241852842,0.0830627688240026
sample_5,6,5.11773141338069,0.139604159017659
sample_5,6.1,3.65065155465179,0.148525229945105
sample_5,6.2,2.50516584185112,0.148611344308768
sample_5,9,3.02032243474228,2.89927138285412
sample_50,4.5,23.8305920501917,0.945154746387041
sample_50,5.2,22.4035587962705,1.66165885919007
sample_50,5.4,20.2784518815721,1.56227512917054
sample_50,5.6,15.6920219747982,0.72350039060421
sample_50,5.7,13.1201750404879,0.901994433253927
sample_50,5.8,10.5107924035605,0.808858596278858
sample_50,5.9,7.63358304659766,0.362642735105093
sample_50,6,3.97826158871352,0.232584902804484
sample_50,6.1,1.19452407440892,0.222742791409235
sample_50,6.2,0.213392354330939,0.220264336072229
sample_50,9,4.94548602913109,3.20616855382061
sample_51,4.5,9.24241119514334,0.0896039068208888
sample_51,5.2,8.77427926816545,0.121978080940096
sample_51,5.4,8.02549634364241,0.0595767134117451
sample_51,5.6,6.8840934245027,0.108745714964463
sample_51,5.7,6.2346274286684,0.0804695002477382
sample_51,5.8,5.52263900921689,0.0517109755728155
sample_51,5.9,4.82428416532358,0.126210173491394
sample_51,6,4.22118968625494,0.142914580887956
sample_51,6.1,3.44756442759803,0.111051794087469
sample_51,6.2,2.86194639570419,0.0668621149451235
sample_51,9,0.488903549668236,1.09318111012252
sample_52,4.5,12.531152459438,0.283539393708579
sample_52,5.2,10.7887525250153,0.18736164841827
sample_52,5.4,8.54696095827817,0.0977772450842967
sample_52,5.6,5.93874227438153,0.0744864382751981
sample_52,5.7,4.81930945009365,0.0625135446557145
sample_52,5.8,3.72718146268577,0.0790354033551347
sample_52,5.9,2.77877771396435,0.0486010415488772
sample_52,6,1.97547995250183,0.11549443480434
sample_52,6.1,1.42222449537871,0.0877302704815125
sample_52,6.2,1.03130919052702,0.109707699031498
sample_52,9,4.23607458854915,4.73808810306874
sample_53,4.5,3.06342972518304,0.0343323686120277
sample_53,5.2,2.96281588928756,0.0305099938736115
sample_53,5.4,2.65381092992635,0.0223338386603582
sample_53,5.6,1.9901238316637,0.0593936638387575
sample_53,5.7,1.52133820343948,0.0611023666098685
sample_53,5.8,1.04826441694247,0.0336384845017356
sample_53,5.9,0.532148438924163,0.0365825981254203
sample_53,6,0.0388609255963679,0.0497639100044837
sample_53,6.1,1.96657588676183e-05,1.34347170737791e-06
sample_53,6.2,1.56994162923713e-05,1.00953340566458e-06
sample_53,9,0.705491674062507,1.25847651523782
sample_54,4.5,16.5165597877863,0.687171151244474
sample_54,5.2,16.0391513495933,0.694609089659443
sample_54,5.4,14.9525985744232,0.50494996434645
sample_54,5.6,13.4403387938028,0.600004705458411
sample_54,5.7,12.1099941522063,1.04456375057313
sample_54,5.8,11.1470449010859,0.656777362829106
sample_54,5.9,9.97343946496431,0.547659053583803
sample_54,6,9.0823280647237,0.401450382352323
sample_54,6.1,8.12539681711153,0.620677584054802
sample_54,6.2,6.96557274241349,0.637677837077172
sample_54,9,17.1017168830724,22.8241631667337
sample_55,4.5,207.640097785303,91.5466502484723
sample_55,5.2,3.96232587346581,7.28429679986743
sample_55,5.4,11.0653201611702,19.3627603750033
sample_55,5.6,4.11762098884032,3.59526188016314
sample_55,5.7,4.16971891435736,6.30353819516611
sample_55,5.8,5.20916887810112,10.804053948702
sample_55,5.9,5.76326653926114,4.79224716685568
sample_55,6,6.50238612430213,5.63676574623632
sample_55,6.1,17.9765650645544,30.8535586110347
sample_55,6.2,3.43918967516085,3.54252048008024
sample_55,9,6.09786698753295,5.09930917600176
sample_56,4.5,28.7221299227425,0.297604163766195
sample_56,5.2,26.6329610456047,0.242276859171431
