id,pCa,ktr,sd_ktr
sample_56,5.4,22.9897700304753,0.491906328617797
sample_56,5.6,18.1002792507163,0.959396103458122
sample_56,5.7,16.1409392687093,0.166320588989946
sample_56,5.8,13.0625617883386,0.88139881615113
sample_56,5.9,9.27043462482376,0.876612530595466
sample_56,6,9.35139018505121,0.418779505606163
sample_56,6.1,6.46468174473111,0.341877989112177
sample_56,6.2,5.53714236719558,0.470565607723981
sample_56,9,12.821401158718,27.3176014554932
sample_57,4.5,37.2534917126744,3.5939985213643
sample_57,5.2,37.0435420944342,38.5325368015298
sample_57,5.4,25.6100724440361,16.8566744300951
sample_57,5.6,21.877712767816,25.253440254321
sample_57,5.7,11.7804658454488,23.6603718397794
sample_57,5.8,16.7448910854753,15.8958470642218
sample_57,5.9,7.63106640831624,11.4956558966734
sample_57,6,20.0644110223134,32.2026710057485
sample_57,6.1,53.2750719698912,95.158939916964
sample_57,6.2,16.1725955760763,15.6517357295539
sample_57,9,6.04770850430155,6.10576998189149
sample_58,4.5,9.80733616760399,0.453492531980843
sample_58,5.2,9.18455737128146,0.589568702545741
sample_58,5.4,2.67488280511018,0.403821887992988
sample_58,5.6,7.75451139253454,1.20490786127279
sample_58,5.7,14.5850566804765,4.7452703507974
sample_58,5.8,19.9552537253068,10.3181459627524
sample_58,5.9,21.4503899651432,12.212203430457
sample_58,6,12.8799280487339,8.808227830484
sample_58,6.1,24.2553392386753,15.1414547389866
sample_58,6.2,23.475449767263,18.2696667953494
sample_58,9,1.06043776652356,1.07877302926799
sample_59,4.5,33.9928147582838,2.25416879264869
sample_59,5.2,36.5338458734861,2.05616990822006
sample_59,5.4,34.9774709309844,1.29793452187667
sample_59,5.6,33.9332684167067,1.95507309504256
sample_59,5.7,32.638947396978,0.870100067145102
sample_59,5.8,30.0183548170877,1.01258237436272
sample_59,5.9,26.2909973681414,1.03219270129572
sample_59,6,22.3185160696547,0.849225741734046
sample_59,6.1,17.0803505146927,0.71080968403426
sample_59,6.2,12.4878533524601,0.415325980534466
sample_59,9,1.9041675260287,1.99361473235211
sample_6,4.5,11.9337854342832,0.446302553888323
sample_6,5.2,10.729287016676,0.912626272187348
sample_6,5.4,8.14061157818965,0.39076740786274
sample_6,5.6,3.11975102463166,0.441733180026027
sample_6,5.7,3.21000060259985,1.0274236760907
sample_6,5.8,11.2401638007263,3.46401643764896
sample_6,5.9,13.6945472168072,5.56111976797107
sample_6,6,21.0865074996877,7.06591304482816
sample_6,6.1,20.0264887359231,6.53381164815
sample_6,6.2,10.1983147967305,8.05284937963619
sample_6,9,1.50908020138162,2.86682424531358
sample_60,4.5,17.9440950263432,1.16086374468313
sample_60,5.2,16.8302293898661,0.937475578619664
sample_60,5.4,16.6152815664872,1.04545879205896
sample_60,5.6,14.332016006332,0.331034206012222
sample_60,5.7,13.7859857156076,1.16495734951794
sample_60,5.8,12.8831175682461,0.330603321288095
sample_60,5.9,11.8456291693912,0.83629285808449
sample_60,6,11.3123238696377,0.897133374884775
sample_60,6.1,10.7735556700674,0.698792543798691
sample_60,6.2,10.0903832301446,0.366266951643712
sample_60,9,9.47446815039361,7.56365186730449
sample_7,4.5,8.45111510547483,0.0923647665176452
sample_7,5.2,8.08374118761853,0.105735041416799
sample_7,5.4,7.33761144862987,0.115724053357503
sample_7,5.6,5.99199303242894,0.145008359942864
sample_7,5.7,5.21013434513128,0.153874185654596
sample_7,5.8,4.22795403337746,0.156871299328112
sample_7,5.9,3.31038294018148,0.0547186692196157
sample_7,6,2.54879029403741,0.0921037343658361
sample_7,6.1,1.97132809918956,0.109141871722934
sample_7,6.2,1.36196622209537,0.0812711995490531
sample_7,9,1.12234533878391,1.64325689622209
sample_8,4.5,38.2400793837805,4.12190370040011
sample_8,5.2,59.9966257574881,46.2127810883463
sample_8,5.4,25.5285186551166,51.689727412024
sample_8,5.6,15.2789261144272,25.1007905064277
sample_8,5.7,25.7568153211772,29.2470705047351
sample_8,5.8,68.5071126039149,87.6474226068837
sample_8,5.9,10.2173537604844,14.4492760700342
sample_8,6,22.4838420582805,24.5233704387489
sample_8,6.1,16.6902834588018,12.8074682608698
sample_8,6.2,2.92408534053121,3.29568454140654
sample_8,9,0.586498962551074,1.09485245214263
sample_9,4.5,7.27839478028719,1.31937482717783
sample_9,5.2,9.61681985431386,2.65782026875593
sample_9,5.4,7.88356178143476,1.9255564552795
sample_9,5.6,0.263191012156823,0.43994272811136
sample_9,5.7,3.44883339264165,3.4517281971662
sample_9,5.8,4.07463942545286,2.55207461714567
sample_9,5.9,8.36896503623311,5.2037990221112
sample_9,6,4.80443484122043,1.52704124223908
sample_9,6.1,9.10629399770214,7.52194914836702
sample_9,6.2,8.36467615300069,10.663960221877
sample_9,9,1.23199954388763,1.17342801279383
